[41, 29, 30, 27, 28, 27, 39]
[28, 32, 41, 30, 30, 31, 35]
[30, 32, 28, 34, 30, 29, 29]
[28, 29, 31, 27, 29, 28, 27]
[30, 33, 28, 35, 28, 27, 28]
[30, 31, 28, 28, 29, 35, 37]
[28, 30, 30, 28, 33, 30, 31]
[35, 29, 28, 32, 40, 27, 28]
[37, 29, 28, 34, 32, 28, 31]
[33, 28, 28, 32, 29, 33, 29]
[33, 34, 29, 28, 27, 31, 28]
[36, 31, 34, 34, 28, 30, 30]
[28, 29, 28, 28, 29, 31, 34]
[41, 31, 33, 30, 29, 33, 29]
[32, 37, 29, 31, 29, 30, 28]
[30, 37, 29, 27, 32, 41, 41]
[32, 33, 41, 41, 31, 32, 33]
[35, 32, 31, 29, 28, 31, 28]
[36, 33, 28, 15, 34, 35, 29]
[29, 29, 30, 29, 28, 33, 30]
[31, 31, 34, 27, 31, 29, 29]
[29, 41, 30, 28, 28, 29, 28]
[32, 34, 29, 31, 34, 30, 31]
[30, 32, 35, 30, 31, 28, 29]
[30, 33, 29, 35, 31, 30, 32]
[33, 32, 29, 28, 34, 28, 33]
[28, 30, 29, 31, 29, 31, 28]
[28, 27, 28, 29, 32, 29, 29]
[33, 31, 27, 30, 29, 28, 33]
[30, 29, 29, 30, 31, 35, 28]
[30, 31, 34, 30, 32, 37, 32]
[34, 28, 35, 27, 34, 28, 41]
[34, 35, 30, 28, 41, 29, 29]
[31, 28, 27, 29, 30, 33, 29]
[33, 32, 29, 27, 28, 41, 38]
[28, 29, 32, 28, 28, 30, 29]
[41, 33, 29, 30, 32, 41, 28]
[28, 27, 27, 28, 32, 30, 29]
[41, 31, 29, 41, 28, 29, 30]
[30, 30, 31, 33, 32, 31, 29]
[28, 28, 30, 32, 33, 27, 27]
[29, 41, 32, 30, 40, 32, 36]
[28, 29, 30, 28, 37, 28, 30]
[29, 36, 29, 34, 33, 30, 34]
[28, 29, 29, 31, 28, 28, 29]
[30, 33, 32, 28, 29, 30, 29]
[31, 32, 28, 28, 31, 30, 28]
[30, 28, 28, 28, 33, 29, 31]
[31, 27, 28, 34, 29, 32, 33]
[28, 28, 34, 34, 28, 30, 29]
[29, 29, 41, 30, 28, 32, 30]
[29, 34, 27, 31, 33, 30, 34]
[27, 28, 29, 28, 29, 29, 29]
[35, 29, 33, 29, 30, 28, 28]
[29, 28, 31, 30, 32, 31, 29]
[27, 28, 29, 29, 34, 28, 28]
[30, 28, 28, 30, 27, 41, 35]
[36, 30, 29, 29, 30, 28, 27]
[29, 41, 28, 32, 35, 36, 41]
[35, 31, 28, 29, 33, 29, 29]
[41, 33, 29, 29, 28, 28, 29]
[29, 31, 35, 30, 30, 27, 32]
[29, 29, 31, 28, 29, 31, 28]
[29, 32, 31, 35, 28, 29, 29]
[31, 32, 29, 29, 31, 29, 41]
[27, 31, 32, 30, 28, 41, 30]
[34, 31, 29, 28, 28, 27, 31]
[34, 28, 29, 28, 31, 27, 29]
[28, 34, 31, 39, 28, 33, 30]
[27, 29, 30, 31, 28, 28, 32]
[38, 34, 28, 29, 31, 38, 28]
[35, 28, 29, 28, 29, 28, 41]
[34, 33, 28, 32, 35, 33, 30]
[28, 30, 31, 30, 32, 29, 39]
[30, 37, 28, 29, 27, 30, 31]
[28, 32, 37, 27, 30, 28, 34]
[28, 28, 39, 29, 29, 39, 33]
[41, 29, 27, 30, 41, 28, 30]
[29, 34, 29, 41, 28, 30, 29]
[30, 28, 34, 28, 32, 34, 21]
[28, 29, 32, 31, 29, 29, 29]
[34, 30, 30, 29, 29, 29, 30]
[29, 41, 32, 41, 28, 28, 29]
[35, 30, 33, 28, 30, 28, 32]
[41, 32, 28, 31, 31, 32, 32]
[29, 28, 28, 30, 30, 28, 28]
[32, 27, 33, 30, 28, 31, 29]
[33, 34, 29, 30, 29, 30, 29]
[33, 30, 31, 36, 29, 38, 35]
[29, 31, 27, 30, 28, 28, 31]
[28, 30, 33, 35, 32, 29, 28]
[34, 32, 33, 34, 28, 29, 30]
[30, 37, 31, 29, 28, 28, 31]
[28, 34, 31, 29, 28, 30, 32]
[41, 31, 30, 33, 28, 27, 35]
[28, 29, 33, 30, 33, 29, 30]
[33, 30, 31, 28, 27, 34, 28]
[34, 29, 34, 29, 37, 28, 41]
[28, 33, 31, 30, 30, 29, 29]
[35, 27, 35, 29, 34, 37, 32]
[27, 28, 29, 30, 31, 32, 31]
[34, 28, 28, 32, 37, 32, 31]
[30, 29, 31, 27, 28, 31, 31]
[29, 28, 31, 31, 36, 30, 31]
[41, 32, 30, 33, 29, 32, 30]
[28, 41, 28, 28, 29, 37, 32]
[28, 33, 30, 28, 30, 35, 30]
[32, 34, 34, 30, 32, 29, 28]
[32, 27, 30, 28, 29, 28, 30]
[31, 28, 33, 28, 28, 31, 29]
[30, 28, 28, 30, 38, 29, 29]
[29, 33, 34, 28, 30, 32, 39]
[28, 32, 27, 29, 27, 41, 29]
[28, 29, 30, 39, 15, 30, 31]
[31, 30, 31, 36, 33, 28, 28]
[35, 28, 28, 31, 31, 30, 38]
[29, 33, 32, 30, 30, 28, 27]
[29, 28, 31, 30, 29, 35, 29]
[32, 33, 28, 37, 30, 34, 41]
[28, 29, 32, 30, 28, 29, 41]
[28, 32, 29, 30, 37, 33, 29]
[29, 31, 29, 32, 28, 30, 28]
[30, 41, 37, 33, 35, 34, 32]
[30, 30, 29, 33, 29, 36, 30]
[30, 28, 29, 34, 29, 30, 29]
[29, 28, 28, 29, 29, 28, 28]
[33, 28, 28, 30, 28, 27, 29]
[28, 34, 37, 27, 27, 32, 31]
[28, 30, 37, 27, 32, 28, 30]
[27, 32, 28, 28, 30, 36, 31]
[28, 30, 28, 28, 34, 29, 41]
[35, 40, 29, 37, 30, 28, 29]
[30, 28, 41, 29, 28, 32, 33]
[40, 33, 37, 28, 28, 30, 29]
[29, 28, 29, 34, 29, 31, 41]
[27, 30, 32, 32, 35, 33, 28]
[27, 32, 32, 29, 38, 32, 28]
[31, 35, 28, 29, 40, 34, 31]
[30, 33, 30, 31, 33, 30, 38]
[31, 29, 28, 41, 30, 31, 33]
[27, 41, 32, 28, 29, 33, 31]
[30, 28, 36, 29, 29, 29, 34]
[28, 28, 31, 29, 28, 30, 30]
[30, 34, 34, 33, 27, 29, 29]
[30, 35, 27, 33, 35, 27, 27]
[32, 36, 38, 29, 28, 27, 29]
[29, 41, 28, 36, 32, 29, 34]
[31, 31, 32, 27, 29, 33, 28]
[30, 30, 41, 28, 35, 41, 33]
[32, 30, 33, 28, 35, 31, 29]
[32, 37, 29, 37, 28, 33, 33]
[39, 41, 34, 31, 34, 28, 29]
[28, 33, 29, 28, 30, 28, 28]
[28, 29, 28, 34, 28, 30, 32]
[35, 29, 30, 28, 28, 37, 29]
[34, 27, 31, 29, 35, 31, 34]
[29, 31, 34, 29, 32, 28, 28]
[30, 28, 28, 28, 29, 28, 27]
[29, 29, 28, 28, 29, 30, 29]
[28, 32, 29, 29, 37, 33, 36]
[30, 30, 28, 37, 35, 29, 28]
[29, 31, 28, 30, 35, 33, 29]
[31, 32, 28, 22, 28, 31, 28]
[28, 33, 33, 30, 30, 30, 31]
[33, 27, 38, 30, 27, 29, 28]
[30, 39, 29, 30, 32, 30, 28]
[30, 34, 32, 30, 34, 27, 29]
[32, 29, 29, 28, 29, 31, 27]
[28, 41, 29, 41, 28, 36, 29]
[28, 35, 29, 29, 32, 32, 29]
[29, 37, 31, 28, 36, 31, 28]
[28, 30, 30, 33, 29, 30, 33]
[31, 31, 28, 29, 31, 36, 31]
[34, 28, 30, 33, 28, 35, 32]
[41, 30, 32, 33, 28, 34, 30]
[28, 29, 30, 30, 37, 29, 30]
[28, 29, 39, 38, 41, 28, 35]
[29, 35, 28, 28, 29, 30, 34]
[35, 30, 35, 29, 28, 39, 30]
[30, 33, 30, 29, 33, 41, 40]
[28, 29, 33, 29, 32, 29, 30]
[32, 29, 29, 29, 30, 30, 36]
[28, 34, 28, 31, 30, 36, 39]
[33, 29, 28, 30, 28, 29, 28]
[30, 32, 33, 29, 29, 29, 30]
[27, 28, 27, 28, 30, 27, 41]
[28, 32, 28, 35, 41, 30, 29]
[29, 31, 30, 37, 29, 34, 28]
[30, 32, 31, 30, 27, 31, 30]
[41, 30, 29, 36, 35, 29, 29]
[29, 31, 30, 31, 31, 29, 32]
[29, 31, 27, 28, 30, 28, 29]
[27, 34, 29, 41, 41, 29, 37]
[29, 32, 28, 28, 32, 29, 28]
[33, 31, 28, 41, 30, 31, 28]
[29, 28, 28, 34, 28, 28, 28]
[28, 28, 28, 28, 36, 30, 27]
[33, 29, 33, 41, 28, 30, 31]
[31, 28, 29, 29, 30, 39, 29]
[27, 27, 32, 31, 36, 27, 34]
[32, 28, 41, 30, 29, 31, 31]
[28, 35, 41, 30, 31, 31, 31]
[28, 31, 29, 31, 28, 32, 30]
[31, 28, 32, 30, 27, 28, 31]
[32, 35, 30, 24, 29, 41, 28]
[29, 31, 28, 29, 27, 33, 37]
[39, 27, 31, 29, 28, 28, 32]
[34, 32, 30, 28, 41, 41, 37]
[35, 28, 33, 32, 35, 28, 32]
[29, 28, 29, 29, 41, 30, 29]
[29, 32, 29, 28, 32, 29, 29]
[29, 29, 35, 28, 28, 30, 36]
[30, 32, 33, 36, 29, 32, 28]
[27, 33, 31, 41, 30, 31, 41]
[27, 28, 29, 30, 28, 22, 34]
[31, 28, 28, 39, 28, 29, 33]
[28, 27, 28, 30, 29, 30, 32]
[41, 33, 28, 29, 31, 29, 28]
[41, 29, 29, 41, 35, 29, 28]
[41, 35, 41, 28, 41, 29, 29]
[30, 33, 29, 28, 39, 34, 29]
[40, 29, 27, 30, 28, 30, 33]
[29, 31, 29, 29, 28, 30, 26]
[30, 38, 32, 31, 28, 28, 30]
[30, 27, 28, 34, 41, 30, 29]
[31, 28, 28, 35, 29, 30, 31]
[35, 41, 35, 31, 32, 31, 29]
[29, 28, 30, 40, 28, 28, 29]
[33, 34, 29, 27, 33, 28, 41]
[31, 30, 28, 36, 28, 39, 32]
[41, 36, 34, 30, 29, 29, 35]
[28, 31, 33, 32, 27, 27, 27]
[30, 39, 33, 32, 28, 41, 28]
[29, 28, 28, 31, 33, 29, 30]
[35, 29, 30, 32, 35, 29, 30]
[33, 37, 36, 33, 30, 41, 30]
[37, 29, 34, 28, 28, 33, 32]
[28, 29, 33, 41, 28, 29, 29]
[30, 34, 29, 28, 28, 35, 33]
[31, 31, 34, 38, 30, 28, 30]
[29, 27, 31, 34, 31, 30, 31]
[32, 33, 30, 28, 30, 30, 27]
[29, 29, 28, 40, 28, 28, 37]
[31, 30, 35, 30, 28, 22, 31]
[29, 31, 31, 29, 29, 29, 34]
[29, 29, 32, 31, 41, 39, 31]
[29, 33, 29, 31, 33, 30, 27]
[29, 41, 35, 28, 32, 34, 29]
[29, 32, 41, 27, 29, 38, 28]
[30, 28, 28, 29, 41, 31, 29]
[30, 37, 37, 34, 27, 33, 37]
[37, 29, 29, 33, 35, 36, 27]
[41, 28, 35, 37, 37, 41, 29]
[34, 41, 27, 33, 31, 31, 29]
[33, 31, 41, 30, 30, 27, 35]
[32, 30, 31, 33, 36, 28, 29]
[33, 29, 41, 29, 28, 29, 41]
[31, 28, 41, 29, 29, 31, 29]
[30, 34, 29, 31, 31, 29, 34]
[28, 30, 30, 32, 32, 29, 31]
[28, 31, 28, 29, 34, 31, 28]
[30, 28, 32, 29, 30, 28, 33]
[28, 33, 28, 29, 28, 33, 28]
[29, 28, 29, 29, 31, 29, 37]
[33, 31, 31, 27, 28, 34, 32]
[30, 30, 32, 33, 27, 31, 29]
[28, 30, 35, 30, 33, 30, 31]
[30, 30, 34, 30, 31, 31, 29]
[30, 30, 28, 29, 28, 33, 29]
[29, 36, 29, 29, 29, 35, 32]
[29, 29, 31, 29, 31, 35, 31]
[32, 30, 35, 28, 28, 29, 28]
[29, 30, 30, 28, 32, 28, 29]
[27, 30, 28, 30, 41, 41, 33]
[29, 29, 29, 28, 35, 33, 28]
[30, 39, 30, 29, 27, 30, 28]
[28, 28, 31, 29, 40, 29, 28]
[30, 30, 29, 33, 27, 30, 28]
[29, 28, 30, 31, 29, 30, 30]
[29, 41, 32, 30, 28, 30, 31]
[29, 31, 30, 29, 29, 29, 32]
[32, 29, 28, 29, 30, 32, 41]
[40, 29, 35, 34, 33, 29, 28]
[29, 31, 30, 28, 29, 33, 31]
[37, 39, 30, 30, 28, 29, 37]
[28, 41, 35, 30, 29, 41, 35]
[41, 34, 27, 34, 28, 28, 31]
[31, 31, 28, 41, 28, 31, 39]
[30, 33, 30, 31, 29, 29, 41]
[28, 29, 30, 28, 29, 31, 30]
[28, 29, 31, 30, 29, 29, 28]
[39, 31, 29, 27, 33, 32, 36]
[28, 31, 37, 27, 30, 36, 28]
[29, 41, 33, 34, 28, 28, 29]
[29, 29, 28, 39, 28, 29, 27]
[41, 30, 28, 32, 34, 28, 28]
[32, 29, 28, 28, 28, 33, 36]
[28, 30, 30, 29, 33, 31, 27]
[31, 28, 35, 32, 28, 33, 30]
[41, 31, 30, 32, 41, 29, 30]
[28, 32, 41, 31, 29, 30, 34]
[28, 33, 29, 41, 29, 28, 29]
[31, 34, 28, 29, 35, 28, 35]
[30, 28, 28, 33, 33, 32, 28]
[28, 41, 28, 29, 32, 29, 29]
[29, 28, 29, 32, 29, 28, 29]
[31, 28, 33, 30, 28, 29, 41]
[29, 28, 32, 29, 35, 34, 29]
[35, 29, 29, 30, 35, 33, 29]
[28, 31, 28, 31, 30, 29, 30]
[29, 28, 31, 31, 33, 31, 36]
[31, 30, 30, 30, 35, 29, 30]
[26, 31, 35, 29, 28, 30, 31]
[28, 30, 41, 32, 28, 35, 29]
[29, 29, 29, 28, 29, 41, 41]
[28, 29, 40, 30, 31, 28, 32]
[29, 37, 29, 33, 36, 34, 41]
[30, 28, 28, 31, 32, 28, 30]
[28, 32, 29, 28, 32, 32, 30]
[36, 29, 32, 29, 34, 28, 31]
[31, 31, 32, 35, 29, 30, 30]
[28, 23, 30, 31, 29, 29, 28]
[31, 30, 28, 32, 29, 27, 28]
[41, 36, 31, 15, 34, 34, 29]
[27, 31, 33, 30, 29, 30, 29]
[32, 34, 34, 31, 31, 29, 32]
[29, 33, 37, 35, 29, 29, 30]
[28, 33, 28, 31, 31, 27, 30]
[28, 29, 33, 31, 38, 28, 41]
[29, 29, 27, 30, 30, 33, 28]
[28, 41, 30, 31, 30, 29, 30]
[29, 28, 37, 29, 29, 29, 32]
[37, 28, 40, 41, 28, 32, 30]
[28, 37, 29, 31, 34, 34, 29]
[29, 30, 29, 36, 31, 29, 34]
[29, 30, 30, 31, 29, 29, 28]
[34, 33, 35, 32, 27, 29, 30]
[29, 32, 30, 29, 34, 32, 31]
[31, 29, 41, 28, 32, 27, 30]
[31, 29, 29, 33, 29, 32, 28]
[31, 33, 28, 37, 34, 38, 31]
[29, 33, 33, 29, 27, 28, 41]
[27, 28, 32, 31, 29, 31, 29]
[28, 29, 28, 37, 32, 32, 32]
[33, 30, 27, 29, 34, 27, 32]
[29, 27, 29, 28, 30, 28, 29]
[31, 31, 29, 29, 33, 28, 28]
[28, 30, 27, 30, 30, 28, 28]
[29, 29, 29, 31, 30, 30, 32]
[28, 29, 41, 30, 30, 28, 32]
[28, 30, 29, 27, 34, 33, 31]
[30, 34, 29, 29, 36, 31, 36]
[27, 35, 29, 29, 28, 30, 30]
[29, 30, 28, 35, 30, 37, 29]
[29, 41, 37, 27, 35, 33, 30]
[37, 28, 31, 41, 36, 35, 34]
[27, 31, 30, 28, 30, 30, 30]
[28, 33, 32, 28, 33, 32, 27]
[35, 41, 34, 30, 35, 29, 29]
[29, 29, 34, 35, 27, 28, 29]
[28, 27, 29, 41, 28, 32, 29]
[29, 29, 32, 29, 31, 33, 30]
[33, 33, 29, 29, 28, 27, 31]
[29, 32, 29, 29, 29, 30, 28]
[29, 29, 41, 33, 41, 35, 29]
[36, 29, 31, 29, 29, 31, 33]
[29, 32, 33, 30, 29, 29, 35]
[29, 32, 32, 32, 29, 32, 33]
[32, 31, 29, 31, 28, 28, 36]
[28, 35, 31, 29, 29, 29, 28]
[41, 31, 30, 31, 31, 35, 31]
[28, 28, 27, 27, 37, 16, 29]
[27, 30, 35, 27, 29, 37, 28]
[39, 30, 29, 31, 32, 41, 31]
[27, 37, 28, 28, 33, 34, 29]
[27, 29, 29, 27, 31, 30, 27]
[41, 33, 29, 27, 29, 37, 36]
[27, 29, 28, 28, 31, 29, 29]
[29, 36, 29, 29, 30, 28, 31]
[29, 30, 28, 29, 29, 30, 41]
[38, 32, 31, 34, 27, 36, 28]
[35, 27, 28, 29, 28, 29, 29]
[34, 32, 25, 30, 29, 32, 34]
[32, 30, 30, 28, 29, 28, 30]
[28, 29, 29, 29, 28, 30, 28]
[34, 29, 29, 41, 32, 35, 30]
[29, 28, 28, 29, 33, 30, 34]
[31, 34, 35, 35, 28, 28, 33]
[33, 35, 38, 30, 27, 33, 28]
[29, 27, 29, 29, 29, 29, 34]
[31, 24, 27, 29, 29, 28, 29]
[32, 28, 37, 31, 37, 33, 29]
[31, 28, 38, 30, 30, 29, 28]
[35, 34, 33, 35, 33, 29, 29]
[28, 33, 29, 29, 29, 29, 28]
[33, 32, 28, 30, 27, 38, 29]
[30, 33, 34, 32, 32, 29, 32]
[31, 30, 29, 35, 29, 30, 38]
[36, 32, 28, 28, 32, 28, 31]
[31, 28, 28, 39, 29, 29, 28]
[29, 28, 29, 27, 40, 28, 31]
[31, 31, 35, 28, 28, 35, 28]
[32, 28, 32, 35, 34, 29, 27]
[29, 29, 38, 29, 29, 41, 34]
[41, 27, 28, 29, 29, 31, 34]
[32, 27, 29, 32, 28, 31, 37]
[31, 32, 29, 28, 32, 28, 33]
[32, 29, 29, 31, 31, 29, 32]
[28, 37, 29, 30, 27, 41, 34]
[29, 31, 29, 29, 34, 29, 35]
[30, 34, 38, 28, 29, 27, 28]
[27, 31, 28, 34, 41, 28, 29]
[29, 31, 28, 31, 28, 28, 29]
[27, 38, 28, 37, 29, 32, 29]
[30, 33, 30, 28, 29, 29, 31]
[27, 41, 28, 29, 32, 28, 34]
[32, 39, 35, 28, 30, 29, 30]
[31, 35, 30, 29, 28, 41, 29]
[29, 35, 34, 29, 33, 32, 29]
[30, 27, 29, 28, 30, 29, 31]
[15, 28, 29, 33, 32, 33, 36]
[29, 32, 30, 39, 31, 33, 31]
[31, 29, 34, 36, 31, 41, 28]
[32, 32, 41, 29, 28, 29, 33]
[29, 31, 29, 31, 29, 27, 28]
[28, 29, 28, 27, 33, 35, 29]
[32, 28, 30, 33, 28, 41, 30]
[27, 41, 29, 33, 29, 28, 31]
[34, 31, 29, 32, 29, 27, 29]
[30, 29, 30, 41, 27, 32, 32]
[30, 31, 28, 28, 27, 34, 31]
[40, 29, 29, 29, 32, 31, 30]
[30, 29, 32, 39, 30, 32, 31]
[28, 41, 29, 30, 27, 33, 30]
[29, 29, 27, 31, 28, 30, 32]
[33, 28, 31, 27, 32, 38, 28]
[38, 30, 28, 28, 37, 29, 35]
[29, 29, 35, 32, 31, 35, 41]
[32, 33, 32, 27, 34, 27, 29]
[30, 36, 23, 37, 28, 38, 32]
[27, 30, 35, 28, 31, 32, 30]
[33, 32, 35, 34, 29, 33, 32]
[28, 28, 28, 30, 30, 27, 28]
[28, 27, 31, 41, 29, 32, 30]
[31, 30, 29, 33, 28, 29, 28]
[31, 39, 33, 29, 29, 29, 34]
[28, 28, 41, 28, 28, 30, 31]
[31, 34, 41, 39, 31, 37, 32]
[32, 28, 27, 41, 28, 31, 28]
[28, 30, 31, 31, 34, 30, 29]
[33, 27, 32, 28, 27, 29, 35]
[29, 30, 28, 29, 35, 31, 29]
[41, 30, 28, 27, 27, 41, 30]
[31, 31, 31, 30, 33, 37, 28]
[30, 29, 29, 31, 31, 32, 33]
[32, 29, 28, 30, 27, 31, 28]
[31, 28, 28, 30, 30, 29, 32]
[33, 30, 35, 35, 29, 33, 33]
[35, 30, 28, 33, 31, 29, 32]
[29, 30, 29, 35, 28, 34, 32]
[31, 30, 41, 27, 32, 27, 29]
[28, 28, 29, 30, 30, 29, 35]
[30, 28, 41, 41, 35, 31, 35]
[40, 27, 29, 28, 27, 35, 32]
[31, 29, 29, 27, 30, 30, 33]
[30, 34, 28, 28, 29, 29, 28]
[28, 28, 27, 27, 28, 32, 31]
[33, 41, 28, 28, 31, 30, 29]
[31, 32, 28, 35, 30, 28, 30]
[31, 39, 33, 29, 31, 28, 32]
[23, 31, 35, 28, 29, 32, 28]
[30, 36, 36, 28, 28, 27, 29]
[35, 28, 29, 29, 31, 34, 27]
[28, 33, 30, 28, 27, 29, 34]
[29, 28, 33, 31, 27, 15, 41]
[30, 29, 30, 30, 28, 31, 27]
[28, 23, 29, 41, 28, 29, 33]
[28, 28, 33, 29, 27, 31, 34]
[33, 32, 27, 29, 33, 28, 27]
[29, 29, 28, 31, 34, 28, 31]
[34, 30, 31, 32, 36, 32, 28]
[29, 28, 29, 35, 31, 28, 39]
[28, 28, 29, 29, 33, 32, 28]
[27, 29, 31, 28, 28, 33, 32]
[35, 29, 33, 28, 29, 28, 30]
[31, 27, 28, 31, 40, 31, 29]
[33, 31, 38, 32, 29, 27, 35]
[28, 27, 28, 37, 30, 29, 34]
[29, 31, 30, 28, 30, 38, 28]
[29, 27, 31, 41, 30, 30, 27]
[33, 30, 28, 28, 28, 41, 31]
[27, 40, 33, 30, 31, 28, 34]
[29, 28, 28, 32, 29, 30, 29]
[29, 39, 28, 34, 35, 41, 30]
[28, 29, 33, 34, 31, 29, 29]
[32, 32, 23, 30, 28, 29, 33]
[29, 28, 35, 33, 32, 29, 32]
[32, 30, 28, 29, 31, 33, 31]
[28, 28, 30, 30, 28, 29, 29]
[28, 30, 35, 28, 32, 28, 29]
[28, 31, 29, 29, 29, 28, 32]
[28, 41, 29, 29, 41, 35, 32]
[35, 31, 29, 41, 35, 31, 28]
[28, 28, 41, 30, 29, 41, 41]
[29, 41, 32, 28, 29, 41, 36]
[28, 32, 29, 32, 29, 32, 31]
[29, 32, 29, 30, 30, 28, 29]
[34, 29, 29, 33, 30, 39, 28]
[32, 30, 29, 29, 29, 29, 29]
[41, 33, 31, 28, 35, 28, 31]
[37, 29, 36, 29, 28, 33, 41]
[30, 35, 32, 32, 35, 30, 34]
[27, 28, 33, 27, 27, 31, 28]
[28, 29, 28, 29, 30, 27, 32]
[30, 31, 29, 37, 31, 29, 29]
[41, 29, 28, 28, 31, 33, 29]
[28, 29, 31, 41, 33, 30, 30]
[28, 35, 35, 29, 31, 29, 30]
[30, 38, 31, 34, 29, 28, 39]
[28, 28, 31, 31, 28, 32, 29]
[31, 30, 29, 29, 31, 28, 35]
[29, 36, 29, 33, 37, 30, 30]
[31, 41, 29, 31, 31, 32, 30]
[28, 41, 36, 36, 33, 28, 32]
